hour_of_day,day_of_week,hours_from_typical_login_time,is_thailand,is_new_country,country_change_count_30d,is_new_device,is_new_user_agent_family,log_minutes_since_last_login,login_count_24h,failed_logins_24h,passkey_count,passkey_age_days,new_passkey_recently_added,passkey_last_used_days,concurrent_session_count,active_subsystem_count,weekday_usage_score,scope_sensitivity_score,ever_changed_permission,permission_change_age,confirmed_incident_count,impossible_travel_score,label
13,1,1.1512663540025558,1,0,0,0,0,-1.783277304907059,20,15,0,0,0,0,20,2,0.955,0.489,0,365.0,0,0.049,1
11,0,1,1,0,0,0,0,-0.5252627385318132,3,0,0,0,0,0,1,1,0.236,0.942,0,365.0,0,0.003,0
8,3,0,1,0,0,0,0,0.9290489427605149,3,0,1,341.2796801390394,1,4.303232788157578,1,0,0.109,0.138,1,197.1,0,0.04,0
10,5,1,1,0,0,0,0,1.3863919518585082,2,0,0,0,0,0,1,2,0.398,0.809,1,56.6,0,0.026,0
12,0,1,1,0,1,0,0,5.512169544376132,2,0,1,79.94924505813597,0,8.64344889289544,0,2,0.589,0.0,0,365.0,0,0.035,0
12,1,1,1,0,0,0,0,6.83426159063869,2,0,1,147.32349314343426,0,7.044625411400423,2,1,0.173,0.0,1,148.6,0,0.028,0
1,3,1,1,0,0,0,0,5.9391472667866365,3,0,1,145.7320053760565,0,1.892788516523415,2,0,0.487,0.0,1,31.9,0,0.019,0
9,1,0,1,0,0,0,0,3.2344735922859114,3,0,1,385.06761686837393,0,0.7022472599066338,2,1,0.42,0.807,0,365.0,0,0.044,0
15,6,3,1,0,0,0,0,2.557659008807401,4,0,0,0,0,0,1,1,0.285,0.455,1,268.3,0,0.01,0
13,1,0,1,0,0,0,0,-0.9245748323011975,1,0,0,0,0,0,0,0,0.085,0.755,1,97.9,0,0.023,0
15,3,1,1,0,0,0,0,1.937776480297945,2,0,2,353.79176686185167,0,10.100128726657978,0,0,0.379,0.0,0,365.0,0,0.049,0
14,4,0,1,0,0,0,0,2.0007888722416816,2,0,1,269.6127785333409,0,1.5340756398914221,2,1,0.379,0.631,0,365.0,0,0.015,0
11,0,1,1,0,0,0,0,0.566207781475752,2,0,1,380.8432563724098,0,3.9300428079615157,3,1,0.728,0.0,1,175.5,0,0.047,0
14,6,1,1,0,0,0,0,1.9962364709585367,1,0,0,0,0,0,2,1,0.811,0.0,0,365.0,0,0.003,0
11,2,0,1,0,0,0,0,-0.005421454529175307,3,0,0,0,0,0,0,1,0.854,0.0,1,337.0,0,0.022,0
2,3,0,1,0,0,0,0,3.230536468406612,3,0,0,0,0,0,0,2,0.53,0.79,0,365.0,0,0.023,0
17,5,0,1,0,0,0,0,5.4921471070052235,1,0,1,92.31026658286447,0,8.323103381376535,0,2,0.029,0.0,1,164.4,0,0.014,0
23,4,8.088537083911051,1,0,0,1,1,3.451232805933955,1,0,1,4.515728442775357,0,221.15756643396693,1,1,0.733,0.0,1,33.1,1,0.137,1
15,2,0,1,0,0,0,0,2.4517890937367692,1,0,0,0,0,0,0,0,0.088,0.759,1,112.3,0,0.03,0
8,3,1,1,0,0,0,0,-0.6960423646945202,4,0,0,0,0,0,0,0,0.668,0.0,1,318.8,0,0.004,0
19,4,1,1,0,0,0,0,1.9895053600598818,4,2,0,0,0,0,1,2,0.808,0.276,1,83.4,0,0.011,0
8,2,0,1,0,0,0,0,-0.07300281732854597,4,0,0,0,0,0,1,1,0.3,0.645,0,365.0,0,0.021,0
18,3,1,1,0,0,0,0,-0.5565356983099203,2,0,2,269.96777596874983,0,1.3245732443880294,2,0,0.443,0.0,0,365.0,0,0.047,0
18,5,0,1,0,0,0,0,6.164964451125239,2,0,1,70.70563406469688,0,5.2205462477042195,1,0,0.41,0.826,1,100.9,0,0.011,0
12,3,0,1,0,0,0,0,1.0878021563348943,3,0,0,0,0,0,1,1,0.308,0.0,1,140.8,0,0.022,0
10,3,0,1,0,0,0,0,3.940904462219934,3,0,0,0,0,0,0,1,0.867,0.0,1,44.9,0,0.015,0
21,1,1,1,0,0,0,0,2.484372594887696,2,0,0,0,0,0,1,0,0.569,0.0,1,232.7,0,0.037,0
14,0,0,1,0,0,0,0,4.41359589938329,5,0,0,0,0,0,0,0,0.455,0.0,1,239.7,0,0.011,0
17,0,1,1,0,0,0,0,3.5337754183003494,1,0,1,50.318144781909766,0,12.824924854835517,1,0,0.23,0.0,0,365.0,0,0.005,0
0,0,0,1,0,0,1,1,-0.6587030192835943,1,0,0,0,0,0,2,0,0.253,0.785,0,365.0,0,0.008,0
16,3,0,1,0,0,0,0,5.1548625548011975,5,0,0,0,0,0,1,2,0.051,0.0,1,234.8,0,0.03,0
18,0,0,1,0,0,0,0,6.81627755373476,2,0,0,0,0,0,2,1,0.372,0.214,1,361.1,0,0.019,0
17,0,0,1,0,0,0,0,4.916030711981065,1,0,1,335.53647832041884,0,0.9520450700368108,0,1,0.733,0.0,1,24.5,0,0.007,0
8,3,1,1,0,0,0,0,5.750050104182991,5,0,0,0,0,0,0,2,0.457,0.749,1,160.7,0,0.006,0
14,0,1,1,0,0,0,0,6.457520612461685,3,1,0,0,0,0,1,1,0.484,0.0,1,44.7,0,0.004,0
14,0,0,1,0,1,0,0,-0.2823659237698699,2,0,0,0,0,0,2,0,0.327,0.465,0,365.0,0,0.008,0
12,1,0,1,0,0,0,0,2.555587794594535,3,0,1,230.8322630452708,0,11.01341174695616,1,2,0.593,0.0,1,45.9,0,0.004,0
13,1,0,1,0,0,0,0,4.623644538299585,1,2,0,0,0,0,0,1,0.418,0.892,1,345.7,0,0.049,0
8,1,0,1,0,0,0,0,3.0242569796869123,2,1,2,19.777809734593056,0,3.406872189080249,1,1,0.365,0.214,0,365.0,0,0.018,0
15,0,0,1,0,0,0,0,1.0669209155276507,3,0,1,316.65912770089324,0,11.964704656945587,1,0,0.378,0.976,0,365.0,0,0.018,0
15,5,1,1,0,0,0,0,4.930728515752549,1,0,0,0,0,0,1,0,0.158,0.0,1,124.3,0,0.014,0
2,1,0,1,0,0,0,0,1.955769672129481,2,0,2,110.85194628790876,0,4.902001288196288,1,1,0.404,0.0,1,57.8,0,0.013,0
6,5,0,1,0,0,0,0,1.9256392051445284,3,0,0,0,0,0,1,1,0.135,0.0,1,44.0,0,0.037,0
17,2,0,1,0,0,0,0,3.538818957209239,3,0,0,0,0,0,0,0,0.749,0.127,0,365.0,0,0.03,0
16,5,0,1,0,0,0,0,4.629016072684853,4,2,1,367.53404793639686,0,0.3815159481390411,0,0,0.282,0.0,1,157.8,0,0.02,0
13,0,0,1,0,0,0,0,3.556931345458774,3,0,1,224.78890154296883,0,6.384987341739118,1,1,0.573,0.838,0,365.0,0,0.008,0
21,2,0,1,0,0,0,0,4.296180382469117,5,0,0,0,0,0,0,0,0.057,0.594,1,149.1,0,0.004,0
10,1,0,1,0,0,0,0,3.2299912989606545,3,0,0,0,0,0,1,0,0.563,0.0,1,200.7,0,0.049,0
15,3,1,1,0,0,0,0,2.2712706559122005,2,0,1,305.9472327534159,0,11.557383830824838,1,0,0.124,0.111,1,150.5,0,0.042,0
19,4,0,1,0,0,0,0,5.875461867021302,5,0,0,0,0,0,0,1,0.369,0.0,0,365.0,0,0.015,0
9,1,0,1,0,0,0,0,0.838400167693413,2,0,0,0,0,0,0,0,0.092,0.825,1,105.8,0,0.04,0
10,0,0,1,0,0,0,0,3.451511276565129,4,0,0,0,0,0,1,2,0.816,0.0,0,365.0,0,0.034,0
8,0,0,1,0,0,0,0,2.5859765062493647,1,0,0,0,0,0,1,0,0.452,0.803,0,365.0,0,0.028,0
19,1,0,1,0,0,0,0,5.216278392832181,2,0,1,36.11195837846672,0,8.528015081826643,1,0,0.67,0.0,0,365.0,0,0.04,0
13,4,1,1,0,0,0,0,1.0900624326271071,1,0,0,0,0,0,1,0,0.673,0.302,1,208.4,0,0.03,0
14,3,0,1,0,0,0,0,-0.4215588490772415,5,0,0,0,0,0,3,1,0.445,0.892,1,58.2,0,0.007,0
5,6,1.3358366534183053,1,0,0,1,0,-1.6128735272661072,10,15,0,0,0,0,2,0,0.519,0.714,0,365.0,1,0.037,1
6,6,0,1,0,0,0,0,6.246305154385201,3,0,1,69.60975751545693,0,0.21775988779997757,0,2,0.381,0.0,1,24.3,0,0.043,0
23,3,8.251092361990374,1,0,0,1,1,5.628223559009184,1,0,0,0,0,0,2,2,0.817,0.0,0,365.0,0,0.06,1
2,6,2,1,0,0,0,0,2.9826578516307274,2,0,1,298.00168252453443,0,13.36740169889402,1,2,0.789,0.909,1,350.1,0,0.013,0
18,3,0,1,0,0,0,0,4.650022562566352,3,0,0,0,0,0,1,1,0.175,0.152,0,365.0,0,0.023,0
9,2,0,1,0,0,0,0,0.3700571096836107,2,0,0,0,0,0,0,0,0.024,0.0,1,324.5,0,0.029,0
12,4,0,1,0,0,0,0,5.9886294816531604,3,0,0,0,0,0,0,2,0.417,0.633,0,365.0,0,0.048,0
8,3,1,1,0,1,0,0,-0.808105619854592,3,0,2,399.5958158928022,0,4.67309159707353,1,1,0.01,0.0,1,289.9,0,0.025,0
18,4,0,1,0,0,0,0,1.1011542056207873,2,0,1,241.21840935809092,0,12.595285582339601,0,1,0.186,0.887,1,340.3,0,0.008,0
10,3,0,1,0,0,1,1,5.824242290085722,1,0,2,377.8011967148661,0,1.5871906333312686,1,0,0.689,0.519,1,246.1,0,0.004,0
7,0,1,1,0,0,0,0,-0.7631969418577391,5,0,0,0,0,0,0,1,0.466,0.778,1,336.3,0,0.021,0
12,4,0,1,0,0,0,0,2.7559248078778555,6,0,1,340.85435164792585,0,12.030790578355733,0,0,0.647,0.885,1,31.5,0,0.046,0
8,2,0,1,0,0,0,0,1.966297838136433,4,0,1,291.36113942487003,0,5.256879041736436,1,1,0.779,0.0,0,365.0,0,0.004,0
9,2,0,1,0,0,0,0,1.8633269071533514,3,0,0,0,0,0,0,0,0.676,0.0,1,48.5,0,0.039,0
17,1,0,1,0,0,0,0,1.563191197185664,2,0,2,94.02473471968486,0,4.310310821462748,0,0,0.398,0.137,1,289.0,0,0.043,0
2,3,1,1,0,0,0,0,0.4153488645584673,4,0,0,0,0,0,1,1,0.496,0.699,1,114.1,0,0.031,0
18,1,3,1,0,0,0,0,2.117489688154567,3,1,0,0,0,0,1,0,0.127,0.0,1,52.8,0,0.035,0
20,1,1.1762164337214527,1,0,0,0,0,-1.651962581973195,20,10,0,0,0,0,5,2,0.549,0.0,0,365.0,1,0.173,1
18,3,0,1,0,0,0,0,1.9867707226101867,1,0,0,0,0,0,0,1,0.308,0.0,1,150.8,0,0.018,0
11,0,0,1,0,0,0,0,5.70237557356215,3,0,0,0,0,0,0,0,0.677,0.648,0,365.0,0,0.032,0
18,3,0,1,0,0,0,0,4.574430307003457,1,0,1,146.88943422183456,0,1.8213549889047211,0,0,0.26,0.0,1,48.1,0,0.033,0
4,5,4.553320288924137,0,1,2,1,1,0.6670489664957406,2,0,1,66.70472884648733,0,247.24438785247912,2,1,0.77,0.701,1,245.0,0,0.654,1
8,0,1,1,0,0,0,0,2.9157297049020183,2,0,1,52.15230270161542,0,9.733124600584421,2,1,0.379,0.145,1,311.4,0,0.035,0
16,1,0,1,0,0,0,0,6.007131947746084,6,0,0,0,0,0,2,1,0.556,0.0,1,89.2,0,0.037,0
16,2,0,1,0,0,0,0,1.718747571337186,2,0,0,0,0,0,1,0,0.239,0.484,1,90.0,0,0.048,0
17,4,2,1,0,0,0,0,1.2733158450167368,4,0,0,0,0,0,1,2,0.514,0.913,1,199.3,0,0.036,0
18,0,1,1,0,0,0,0,-0.3067019588061175,3,0,1,43.61753521794641,0,8.183896836365632,2,1,0.793,0.0,1,356.0,0,0.036,0
16,0,3,1,0,0,1,0,0.29213180481689616,4,0,2,112.94492530148796,0,5.480334215350762,0,0,0.574,0.951,0,365.0,0,0.034,0
14,1,2,1,0,0,0,0,0.970626294372785,4,0,2,274.258340827938,0,0.07561398959282095,0,1,0.16,0.0,0,365.0,0,0.016,0
19,3,0,1,0,0,0,0,-0.648660898462663,3,0,3,329.5069577853394,0,12.986047749156729,3,1,0.441,0.887,0,365.0,0,0.002,0
9,4,0,1,0,0,0,0,-0.036630340354320445,6,0,0,0,0,0,3,1,0.092,0.211,1,240.4,0,0.033,0
10,0,0,1,0,0,0,0,1.5183070277014439,5,0,1,313.4994653799196,0,5.821214477010285,1,2,0.133,0.316,1,349.6,0,0.036,0
20,0,0,1,0,0,0,0,3.1819027615031095,2,0,1,268.40649810925714,0,11.124764792866412,2,2,0.025,0.205,1,281.2,0,0.002,0
5,2,0,1,0,0,0,0,1.2850830950241603,4,0,0,0,0,0,2,2,0.019,0.883,0,365.0,0,0.023,0
8,1,1,1,0,0,0,0,0.6771573455521649,4,0,1,277.57880882815044,0,0.11639774058894492,2,2,0.133,0.338,1,353.5,0,0.047,0
11,2,1,1,0,0,0,0,0.2520589957250481,1,0,1,248.50104055761918,0,1.8707798702223157,2,0,0.165,0.534,1,96.7,0,0.02,0
18,3,0,1,0,0,0,0,1.9322181686724065,4,0,0,0,0,0,0,1,0.372,0.0,1,147.9,0,0.013,0
4,4,2,1,0,0,0,0,1.3153965810347037,1,0,3,247.01563737752502,0,12.111079113409524,3,1,0.235,0.474,1,143.5,0,0.035,0
0,1,0,1,0,0,0,0,5.577442191138181,2,0,0,0,0,0,0,1,0.354,0.0,1,120.9,0,0.035,0
7,3,0,1,0,0,0,0,1.340352500190476,4,0,0,0,0,0,0,1,0.81,0.0,0,365.0,0,0.049,0
7,1,2,1,0,0,0,0,3.37708517940235,3,0,2,177.24967329173376,0,0.6585705305703073,0,0,0.1,0.0,0,365.0,0,0.043,0
17,1,0,1,0,0,0,0,4.289970744748293,3,0,1,154.71070006251176,1,7.629220816326681,3,1,0.489,0.982,1,50.5,0,0.025,0
19,0,0,1,0,0,0,0,3.2232306717342354,5,0,0,0,0,0,2,0,0.599,0.186,1,106.7,0,0.033,0
3,6,8.037335139959538,1,0,1,0,0,3.51150888219341,1,0,1,52.2263380659464,0,80.63322939761301,1,1,0.893,0.0,1,45.9,0,0.174,1
13,1,0,1,0,0,0,0,-0.8546305450403802,2,0,1,286.7017659863531,0,6.610559384974215,0,0,0.231,0.0,0,365.0,0,0.046,0
19,0,0,1,0,0,0,0,5.802222666589798,2,0,0,0,0,0,0,2,0.816,0.0,1,355.3,0,0.007,0
9,2,0,1,0,0,0,0,5.540023727090147,4,0,1,162.71046045206205,0,6.636807372936998,1,0,0.753,0.411,0,365.0,0,0.037,0
8,2,0,1,0,0,0,0,5.887033215832838,4,0,0,0,0,0,1,0,0.13,0.538,0,365.0,0,0.016,0
7,6,1,1,0,0,0,0,1.088566918575859,1,0,0,0,0,0,1,0,0.037,0.477,1,47.2,0,0.021,0
18,0,0,1,0,0,0,0,1.97897217640618,4,0,2,37.37083582270133,0,10.846102576445057,1,1,0.129,0.526,1,120.1,0,0.017,0
13,5,0,1,0,0,0,0,5.702606903307588,2,0,3,32.92313948749538,0,13.953325792316647,0,0,0.448,0.0,1,67.4,0,0.044,0
18,0,1,1,0,0,0,0,4.232514390595833,1,0,0,0,0,0,2,0,0.616,0.0,0,365.0,0,0.026,0
11,3,1,1,0,0,0,0,-0.9390021196299347,3,0,0,0,0,0,1,1,0.006,0.0,0,365.0,0,0.035,0
7,3,1,1,0,0,0,0,2.5451219047413547,1,1,0,0,0,0,0,1,0.082,0.371,1,13.6,0,0.04,0
12,2,0,1,0,0,0,0,6.31581012815536,1,0,1,221.13085009983845,0,0.7377026827220121,0,0,0.484,0.0,1,167.9,0,0.049,0
13,4,0,1,0,0,0,0,3.5171169935126887,2,0,0,0,0,0,1,0,0.616,0.0,1,218.1,0,0.031,0
11,2,2,1,0,0,0,0,4.070080057332698,3,0,0,0,0,0,1,1,0.715,0.618,1,23.1,0,0.013,0
17,3,0,1,0,0,0,0,-0.6591022550885466,3,0,0,0,0,0,1,1,0.46,0.229,1,89.0,0,0.035,0
18,4,0,1,0,0,0,0,4.0003410240295185,1,0,2,211.13517530529398,0,4.607010959228864,0,1,0.175,0.261,1,47.0,0,0.023,0
2,6,0,1,0,0,0,0,0.2555640508585997,2,0,1,109.71084014487447,0,10.976750562265472,1,0,0.666,0.0,1,33.5,0,0.038,0
4,4,0,1,0,0,0,0,5.64429954312314,2,0,2,300.7592851026698,0,11.034752105832327,1,1,0.261,0.0,1,183.7,0,0.018,0
9,6,0,1,0,0,0,0,4.58254811749225,2,0,0,0,0,0,1,1,0.431,0.138,1,18.3,0,0.002,0
9,6,2,1,0,0,0,0,0.6737072349952786,3,0,0,0,0,0,0,0,0.141,0.0,0,365.0,0,0.006,0
11,0,0,1,0,0,0,0,5.43501977945395,3,0,3,183.64483468802447,0,1.2747591834949583,1,0,0.794,0.143,1,61.1,0,0.025,0
13,0,0,1,0,0,0,0,0.273904044740239,2,0,1,245.08226543410683,0,9.10453841589208,0,0,0.657,0.0,0,365.0,0,0.021,0
10,6,0,1,0,0,0,0,1.9759534979969047,5,0,1,299.2471815851091,0,12.085896994632947,0,0,0.709,0.0,1,255.1,0,0.014,0
19,2,1,1,0,0,0,0,6.004216669420772,2,0,0,0,0,0,0,1,0.198,0.382,1,283.4,0,0.01,0
14,0,0,1,0,0,0,0,1.2597043074366248,5,0,0,0,0,0,0,1,0.352,0.12,1,350.4,0,0.034,0
17,3,0,1,0,0,1,0,5.33911438915139,3,0,2,380.18151913449395,0,6.00932851150387,0,0,0.864,0.635,1,300.7,0,0.001,0
11,0,0,1,0,0,0,0,3.571744181509854,3,0,0,0,0,0,0,1,0.699,0.988,1,292.4,0,0.016,0
12,2,1,1,0,0,0,0,5.710861194143628,4,0,1,312.1491714415661,0,5.1818097460462305,1,0,0.49,0.441,0,365.0,0,0.036,0
18,3,0,1,0,0,1,0,0.49470949816606247,6,1,0,0,0,0,2,1,0.199,0.897,1,284.7,0,0.048,0
18,2,1,1,0,0,0,0,0.6450857850980052,1,0,0,0,0,0,0,1,0.787,0.691,1,74.9,0,0.031,0
16,2,0,1,0,0,0,0,2.529513383069972,3,0,2,239.7643476317557,0,8.89452225348524,2,1,0.429,0.311,0,365.0,0,0.018,0
15,3,2,1,0,0,0,0,0.020360021858432553,3,0,2,318.64562445048415,0,8.750018106930353,1,1,0.617,0.799,1,268.8,0,0.012,0
8,0,1,1,0,0,0,0,0.19894092524632967,5,0,1,32.35986609918066,0,0.6172782332333273,1,2,0.198,0.525,0,365.0,0,0.037,0
10,4,1,1,0,0,1,1,4.6358802811287,4,0,1,307.1570167403949,0,6.423100584638015,1,1,0.888,0.394,1,126.9,0,0.017,0
9,2,0,1,0,0,0,0,1.2061965433674287,1,0,0,0,0,0,1,0,0.325,0.599,0,365.0,0,0.001,0
11,0,0,1,0,0,0,0,3.2991264629264707,3,0,0,0,0,0,0,1,0.559,0.0,1,126.5,0,0.018,0
14,3,1,1,0,0,0,0,5.288636268348715,4,2,2,209.2636141720296,0,12.744681430801927,0,2,0.617,0.0,1,20.8,0,0.041,0
9,2,0,1,0,0,0,0,4.925422558723872,5,0,1,42.97360976900804,0,7.982764719203969,2,1,0.611,0.399,1,234.4,0,0.032,0
16,4,0,1,0,0,0,0,3.5719646673343615,3,0,1,316.4110454836171,0,2.435191856639217,0,0,0.743,0.885,1,278.2,0,0.026,0
8,3,3,1,0,0,0,0,1.1358317926165045,1,0,1,25.83313501631384,0,6.71144364303476,1,1,0.711,0.592,1,149.5,0,0.0,0
15,0,0,1,0,0,0,0,5.088060836063014,3,0,0,0,0,0,1,0,0.658,0.0,1,330.2,0,0.007,0
18,2,0,1,0,0,1,1,3.2285475672417476,2,0,0,0,0,0,3,1,0.655,0.0,1,290.3,0,0.03,0
17,4,0,1,0,0,0,0,-0.5615065983094887,5,0,1,146.87075271960938,0,5.117996015623673,0,1,0.06,0.284,0,365.0,0,0.006,0
12,1,1,1,0,0,0,0,2.3900107165965663,2,0,0,0,0,0,3,1,0.085,0.914,1,83.5,0,0.03,0
9,2,1,1,0,0,0,0,6.2106239734439574,2,0,1,159.26510055244216,0,0.3406425996127944,2,0,0.721,0.0,1,156.4,0,0.019,0
8,5,2,1,0,0,0,0,1.4801777365579056,1,0,2,77.6159439852751,0,1.6173638426981185,3,0,0.433,0.214,1,194.7,0,0.009,0
13,2,0,1,0,0,0,0,-0.22423547552630563,1,0,0,0,0,0,3,1,0.321,0.903,0,365.0,0,0.047,0
13,3,0,1,0,0,0,0,5.326223411464423,3,0,2,180.59982676269053,0,4.682417531699551,1,0,0.253,0.0,1,124.2,1,0.01,0
19,5,5.284741521173472,0,1,3,1,1,2.312318365094245,2,1,0,0,0,0,3,0,0.996,0.0,1,118.3,0,0.954,1
15,3,0,1,0,0,0,0,3.891344510087417,1,0,0,0,0,0,2,0,0.222,0.0,1,220.0,0,0.021,0
14,3,0,1,0,0,0,0,3.3167526109476597,3,0,0,0,0,0,2,1,0.426,0.0,0,365.0,0,0.042,0
5,2,0,1,0,0,0,0,4.236197634648866,5,0,1,63.352091043840254,0,12.758672528370754,0,1,0.117,0.595,1,326.7,0,0.041,0
10,1,1,1,0,0,0,0,-0.061350470504890176,4,0,0,0,0,0,0,2,0.183,0.0,0,365.0,0,0.015,0
9,4,1,1,0,0,0,0,5.017147867886344,4,0,0,0,0,0,0,0,0.558,0.554,1,40.3,0,0.037,0
11,3,3,1,0,1,0,0,3.1399636441831147,3,1,2,130.93330402436422,0,8.686739695579618,1,0,0.416,0.281,1,113.5,0,0.024,0
8,2,1,1,0,0,0,0,5.105830162342293,2,0,0,0,0,0,0,1,0.681,0.81,1,93.6,0,0.044,0
15,2,0,1,0,0,0,0,4.297742995993957,2,0,1,215.70547305782003,0,5.002173960649131,1,1,0.613,0.393,0,365.0,0,0.017,0
18,3,0,1,0,0,0,0,5.642930418833492,2,0,0,0,0,0,1,0,0.542,0.425,1,313.9,0,0.015,0
16,2,1,1,0,0,0,0,0.5219221208835636,3,1,0,0,0,0,0,0,0.851,0.184,0,365.0,0,0.011,0
9,4,0,1,0,0,0,0,6.207660376191989,2,0,2,342.24063153094545,0,11.324580538504732,3,1,0.155,0.268,0,365.0,0,0.006,0
11,0,0,1,0,0,0,0,2.8427277525589174,4,0,1,397.76356610439365,0,10.429356487574674,0,1,0.471,0.652,1,37.7,0,0.019,0
9,1,0,1,0,0,0,0,3.856182813775532,3,0,0,0,0,0,0,1,0.398,0.674,0,365.0,0,0.041,0
6,0,1,1,0,0,0,0,0.5951334983712169,3,0,3,76.00981399175159,0,8.528793520383518,0,1,0.423,0.313,0,365.0,0,0.03,0
6,6,0,1,0,0,0,0,1.8882444831529188,2,0,2,339.6097079422015,0,13.90311779879541,2,2,0.459,0.296,1,21.8,0,0.04,0
1,3,1,1,0,0,0,0,3.410066508619341,6,0,1,215.38657575049535,0,6.879422327318036,0,1,0.67,0.212,1,171.0,0,0.05,0
9,0,3,1,0,0,0,0,3.887992343535603,1,0,0,0,0,0,1,0,0.751,0.436,1,259.4,0,0.037,0
7,4,0,1,0,0,0,0,6.8056547512731616,3,0,0,0,0,0,1,0,0.514,0.0,0,365.0,0,0.04,0
14,0,0,1,0,0,0,0,2.4839550109960555,3,0,0,0,0,0,2,1,0.893,0.377,0,365.0,0,0.021,0
8,2,0,1,0,0,0,0,1.3572706279382993,2,0,1,111.29536376429098,0,10.348219437118116,2,1,0.408,0.629,1,121.4,0,0.029,0
15,3,0,1,0,0,0,0,-0.15134750017742604,3,0,1,224.28994252717368,0,12.469988967178402,2,0,0.135,0.916,1,21.9,0,0.003,0
14,2,0,1,0,0,1,0,2.812252162549,5,0,2,187.20436700996152,0,12.955953773300955,1,0,0.562,0.0,0,365.0,0,0.041,0
12,3,0,1,0,0,0,0,3.7244578586560992,1,1,1,390.10779018279516,0,8.329451619210936,3,0,0.754,0.351,0,365.0,0,0.014,0
9,1,0,1,0,0,0,0,5.7028775776082234,1,0,0,0,0,0,0,1,0.627,0.517,1,39.4,0,0.009,0
12,0,1,1,0,0,0,0,-0.9430086245868807,3,0,0,0,0,0,1,1,0.506,0.0,0,365.0,0,0.03,0
8,5,0,1,0,0,0,0,1.0492831371398426,5,0,2,286.63192976590847,0,8.376915505830748,1,1,0.75,0.815,1,155.3,0,0.006,0
22,1,1,1,0,0,0,0,1.229987469845505,2,0,0,0,0,0,0,2,0.451,0.183,1,50.5,0,0.014,0
14,4,0,1,0,0,0,0,0.979745733247805,5,0,0,0,0,0,1,0,0.299,0.949,0,365.0,0,0.048,0
15,2,1,1,0,0,0,0,5.414465269612812,1,0,0,0,0,0,0,1,0.574,0.0,0,365.0,0,0.001,0
8,1,2,1,0,0,0,0,4.1318539088610216,2,2,0,0,0,0,3,0,0.873,0.0,0,365.0,0,0.005,0
20,2,0,1,0,0,0,0,-0.19928656389717947,2,0,2,218.2316596085485,0,5.817661476451452,2,0,0.54,0.162,1,88.2,0,0.035,0
7,0,0,1,0,0,1,1,1.1874028216940484,3,0,0,0,0,0,1,2,0.489,0.222,1,13.2,0,0.041,0
7,0,2,1,0,0,0,0,5.029505647161399,2,0,2,312.6364664434925,0,6.168993284575575,1,0,0.796,0.566,1,114.9,0,0.008,0
2,2,9.499151716650431,1,0,0,1,0,2.648823738194044,1,1,0,0,0,0,3,1,0.458,0.639,1,253.9,1,0.075,1
11,0,1,1,0,0,0,0,4.395713590375296,3,0,1,382.91800030416596,0,11.729040050770408,1,1,0.219,0.112,1,255.2,0,0.012,0
9,0,0,1,0,0,0,0,4.121941844201903,3,0,0,0,0,0,0,0,0.336,0.0,1,272.7,0,0.008,0
4,0,10.418980847145086,1,0,0,0,0,4.629272655781465,1,0,0,0,0,0,5,0,0.83,0.513,1,82.9,0,0.131,1
17,0,0,1,0,0,0,0,2.6375365264170556,3,1,0,0,0,0,2,0,0.233,0.643,0,365.0,0,0.019,0
17,3,1,1,0,0,0,0,0.2939157021747132,4,0,0,0,0,0,1,1,0.463,0.865,1,96.8,0,0.014,0
5,5,7.945538353570507,1,1,1,1,0,3.433242199562032,1,5,1,0.037722192409670674,1,0.10513819898097886,3,5,0.624,0.641,1,3.75,1,0.237,1
12,5,0,1,0,0,0,0,-0.552963653079571,1,0,1,327.47691139348956,0,1.264440479376696,0,0,0.54,0.402,1,154.2,0,0.005,0
3,3,1,1,0,0,0,0,6.968812550622247,1,0,0,0,0,0,1,0,0.144,0.572,0,365.0,0,0.014,0
8,0,1,1,0,0,0,0,1.9421582711198795,2,0,1,399.8209672944783,0,11.480911798910126,3,1,0.253,0.0,1,49.3,0,0.02,0
14,6,1,1,0,0,0,0,1.456610322769416,2,0,1,218.03605521326907,0,13.21324642052547,1,0,0.531,0.0,0,365.0,0,0.011,0
10,2,0,1,0,0,1,0,4.524802902993195,3,2,0,0,0,0,1,0,0.397,0.0,1,140.4,0,0.038,0
9,1,0,1,0,0,0,0,5.106762212803019,4,0,3,273.0426261288415,0,13.193599080385612,1,1,0.371,0.405,0,365.0,0,0.05,0
6,1,2,1,0,0,1,0,1.9574480287951523,2,0,1,88.9859139288778,0,12.670776681920609,1,0,0.252,0.725,1,74.7,0,0.023,0
16,0,0,1,0,0,0,0,2.2116418414740364,3,0,1,207.50681801982992,0,2.582094166126371,0,0,0.529,0.173,0,365.0,0,0.009,0
9,0,1,1,0,0,0,0,0.771202007026293,1,0,1,50.05319939383501,0,3.895919611267983,1,1,0.598,0.977,1,57.1,0,0.019,0
18,5,1,1,0,0,0,0,6.612055290472383,4,1,2,216.76308444487904,0,12.099739679760827,0,0,0.255,0.704,1,110.3,0,0.038,0
14,0,0,1,0,0,0,0,-0.008788593192899263,1,0,0,0,0,0,0,1,0.15,0.0,0,365.0,0,0.04,0
13,1,4.085162119269446,0,1,2,1,1,-0.6440606540210307,1,1,0,0,0,0,2,3,0.777,0.0,0,365.0,1,0.931,1
